grid_id,optimized_energy
232,510.7558719526181
233,518.6062454230987
234,528.943437906241
235,528.9095850635106
236,509.221832752091
237,529.4128008696048
238,509.30714941181304
239,529.3043114251855
240,520.1219215409436
241,526.4543388216429
242,514.2438472691299
243,521.3365354242744
244,521.7153582110246
245,503.8350273946951
246,502.026290206462
247,500.8337390808028
248,520.8217227215341
249,513.0615344298561
250,504.74858659733354
251,504.1063440860271
252,503.48224105182567
253,518.4842768751114
254,520.2954324178174
255,508.2284310708915
256,519.6340472280941
257,533.8797477507854
258,512.8442321748018
259,522.9155055549298
260,521.3401899405422
261,531.3684527701901
262,519.4439023043302
263,508.47370834033075
264,508.17542628230103
265,511.68730481719706
266,513.2636754154769
267,513.6420643035403
268,523.4619961061902
269,514.7546083250911
270,516.401197375332
271,527.2720203267432
272,516.9627203968396
273,533.7537275917912
274,537.281808725786
275,529.8023018532358
276,537.9720795019672
277,538.1020505199222
278,529.8592669405457
279,539.7049269330255
280,538.308083834988
281,516.682582078298
282,519.4922788476802
283,536.1459885244477
284,535.7472353381867
285,538.3793851909095
286,520.1088263886054
287,529.7834689325277
288,530.2687099802569
289,531.2109324823037
290,545.0782212857447
291,521.8945069161812
292,521.4080585705084
293,531.2463493740125
294,531.1715467369627
295,532.7539376048401
296,534.6878638295982
297,539.5760784165542
298,525.1593877974184
299,538.4425845515962
300,530.4315607545101
301,551.6231760106413
302,542.3737702874757
303,533.5964739869703
304,532.4937157346859
305,557.1911739335343
306,548.5799895715174
307,538.4473424782686
308,545.8175440664845
309,545.0513622651031
310,538.0967237147944
311,534.0646120316728
312,534.0097997177036
313,539.6156399626834
314,532.0728692596063
315,543.6610087207063
316,552.6201219552711
317,543.1447768457354
318,552.8087488286261
319,534.3821320666544
320,549.3284018230314
321,558.8388911393533
322,547.8468747886787
323,558.8776659427596
324,539.2961252090802
325,548.3713156117933
326,561.3543876889453
327,562.3036491447376
328,562.5890425594781
329,559.8112165812327
330,539.4751862328898
331,541.2422179003328
332,551.8796970384245
333,551.5887806111342
334,560.5840283326113
335,549.878172560535
336,545.818633069912
337,547.0741190532191
338,548.1545977805247
339,549.94387014045
340,537.0013459760094
341,536.1100656386969
342,534.8006159799486
343,537.2950244201224
344,555.2347503135466
345,535.2576365153926
346,536.1747863738487
347,555.9520652361457
348,538.0231948629074
349,550.0835471240293
350,563.0108969363058
351,553.2118210248883
352,554.100583118911
353,545.3085755960873
354,545.5190269773317
355,556.7494774603291
356,571.9687192938213
357,559.30791413209
358,544.0011869095935
359,553.650558128743
360,561.979133734312
361,551.5796457008961
362,552.2956257564571
363,564.8215183583808
364,562.8775169005041
365,552.3944267317165
366,542.4414404125239
367,561.142972870618
368,559.1500667060672
369,537.804625747645
370,540.0801454393319
371,562.6427559499419
372,555.3328862250539
373,566.8856521665346
374,548.1596180286466
375,566.9513176548588
376,556.3044779804311
377,558.3204640037754
378,566.6822375487939
379,550.8674843704289
380,573.667564970089
381,564.5006366288474
382,566.6306917873899
383,566.9165542994306
384,560.5034055411362
385,562.7474637874659
386,563.1486312130565
387,565.9188531931293
388,577.6945695039971
389,566.8092757111976
390,560.6183096640003
391,556.7398188538344
392,567.3006786437945
393,579.4166514152007
394,569.7631162520157
395,568.5092863873203
396,574.1368510876744
397,584.3462603690292
398,581.1941943678407
399,562.3505990657147
400,565.0822424134466
401,563.0983774870735
402,574.7741237679884
403,576.2434721568421
404,563.2976481970045
405,565.095368691974
406,585.8177946714522
407,577.0741353236008
408,578.3675198655096
409,568.899274585965
410,588.9464194909615
411,578.8191288204616
412,585.6691488863391
413,585.5017207110432
414,587.1392144609648
415,569.2036949762702
416,579.4369531949551
417,579.544570732548
418,588.8976664242442
419,567.7704916996921
420,566.954237048769
421,585.0076099212961
422,573.8097003704277
423,574.3537730288315
424,576.4178327629609
425,584.8788040870436
426,586.1622959402426
427,562.68946180302
428,585.0542410694125
429,582.9250056799082
430,562.6802206586832
431,586.2453047692231
432,582.5743104192658
433,583.2377457666908
434,570.3827813776602
435,569.5542313634136
436,566.1145195527479
437,566.3239841212824
438,558.9899389659104
439,581.2441560525308
440,563.8998123999805
441,560.6403398606508
442,573.9683609872687
443,564.3058442565471
444,563.6257775523308
445,568.9329077471665
446,559.8389625611476
447,570.5430524813739
448,563.0733302805326
449,585.3593100638759
450,576.7172886027887
451,584.2510620625123
452,586.1380046695452
453,576.1569361040658
454,575.7499798541666
455,585.7547637528995
456,576.3537268200265
457,573.5264499034262
458,561.7043013087145
459,565.100817608557
460,574.4103604631174
461,561.7969057084334
462,583.9671109534528
463,575.2063404195598
464,563.3464970520681
465,576.1572688536438
466,569.0183085249531
467,588.1199419507176
468,592.5703061441565
469,584.363343241474
470,584.6327619020676
471,574.960931785654
472,576.3578218106293
473,588.7048549299411
474,598.1393202549639
475,580.0299039210639
476,591.5968905791372
477,593.7827479316443
478,610.5652350963721
479,590.9291923609526
480,600.892368524198
481,612.3356659343176
482,610.8748471676392
483,598.5923869156129
484,591.1916731480192
485,593.4000503920087
486,595.0081522759997
487,612.039492949116
488,600.1358265725643
489,611.4563503571505
490,609.443449964408
491,589.8465191721673
492,599.7979531417036
493,593.4412507881619
494,596.6508357276512
495,608.2789173847427
496,598.061332841243
497,597.2971506562183
498,611.2020908956948
499,601.5463480161183
500,621.5623537928706
501,603.4744559638066
502,603.7353920043156
503,603.8320844757131
504,618.1350891169081
505,631.9555347991937
506,631.4911418323511
507,629.3772359474607
508,609.7557340632673
509,606.9462154217719
510,615.5190339195201
511,623.7481635869015
512,599.6553287434218
513,618.9218978618728
514,598.8207381991735
515,622.9614397282508
516,614.3782824075287
517,623.6880657311432
518,614.8493272451972
519,616.7305443479895
520,624.839714158041
521,606.4452697021179
522,617.519506235085
523,616.6188508331644
524,624.1701407414623
525,615.0135801761803
526,626.1861870195239
527,610.5060539286605
528,619.5991684387146
529,612.6252306133306
530,614.1512694584537
531,611.6419531978177
532,611.3849874132717
533,621.9090141347019
534,619.8767401620437
535,613.4256733258638
536,622.8955257091377
537,623.631142210854
538,622.9700676058269
539,612.0141891497512
540,615.6996981271185
541,611.6970647648996
542,632.7294035980607
543,624.9215077985069
544,619.5955399442012
545,637.8594667142536
546,629.783886155483
547,640.9601719595468
548,631.0472885263919
549,632.6258221671643
550,623.7508568363918
551,633.446102025335
552,645.5709360848773
553,648.6176551173546
554,630.597776474006
555,647.6456732139233
556,650.3250264507349
557,642.373393148845
558,630.6544728720578
559,651.5333919680222
560,642.4832786398924
561,644.1849544761168
562,632.7364368158761
563,642.4317727523869
564,633.9653793442628
565,640.1037672620579
566,629.6816917191619
567,640.8852808791081
568,631.3634167329516
569,628.1189271551427
570,633.2661522573718
571,641.952412667509
572,631.0155979943636
573,653.051393566053
574,641.8198759527465
575,632.8713355077234
576,649.9032915762632
577,631.1599627681807
578,654.4444765155415
579,656.165636597415
580,655.6520037963098
581,648.9480566751186
582,639.292918005098
583,642.1937177141207
584,639.8843115735864
585,658.0049805426869
586,638.2002687599143
587,646.6749233760397
588,655.4464797201367
589,656.0232152436084
590,643.4398186102871
591,655.7950430013625
592,644.4479846271734
593,634.1925448571747
594,634.9317177352161
595,633.7902800672041
596,640.7938729526379
597,641.7359130885291
598,642.2373124505575
599,637.6597235324491
600,637.1916249620236
601,629.2378028239086
602,638.7713050311394
603,625.2436610955112
604,626.1518454208654
605,635.7060792173488
606,636.0967154266064
607,644.6145925788509
608,644.5685189705802
609,623.6963274515654
610,637.4724035780829
611,640.6197556998493
612,633.1191603715716
613,635.8324522684096
614,647.2181697038665
615,657.89148665786
616,648.4745954298136
617,660.1063679804867
618,642.2513011323914
619,651.6810761588044
620,650.9539027620399
621,652.5047876753231
622,642.638546447359
623,641.0957776559774
624,663.0318100256436
625,639.0545420455342
626,636.7414408418558
627,638.7676230970101
628,647.007020575047
629,652.29560869527
630,643.2997064684544
631,634.1702223559607
632,657.3256695963598
633,657.2116439714165
634,638.4344177867623
635,657.4105799403684
636,655.2319144524376
637,645.5572044221869
638,656.4331359995182
639,648.402539527839
640,649.294986117677
641,649.8003741775392
642,651.6881357588268
643,650.2001203908769
644,638.6522807279671
645,637.4370373315272
646,655.3302992409327
647,650.3962576858027
648,643.6501055229753
649,668.8932024558363
650,655.8356022604073
651,655.766016777404
652,657.7466111843438
653,646.4417041095536
654,658.2290211927017
655,668.2976253592069
656,657.8612167158562
657,658.1118801637504
658,656.0222786563734
659,654.7444371522421
660,653.1022265084544
661,643.1913028083101
662,656.2661627229088
663,668.9866854083942
664,660.7303193652401
665,672.5099113540377
666,653.02342080117
667,678.400539440513
668,680.9938124511089
669,683.392237953473
670,672.884044171156
671,660.8975482057157
672,669.3745535740318
673,679.9313152722322
674,678.6398502950482
675,667.8115629770871
676,667.4585846288123
677,660.8042395593129
678,663.4262318283514
679,673.007444665372
680,672.8837029619739
681,683.3558912081356
682,672.7752213462516
683,687.0364693067006
684,681.3867009579301
685,681.3502172810078
686,675.4196395025077
687,684.3559716401826
688,676.244084275196
689,702.3213278539882
690,691.9990661797638
691,682.0586682642443
692,692.4943719544174
693,691.0192948437008
694,690.7012022935763
695,681.3962983364249
696,703.9075956974848
697,698.9205979125888
698,680.7716128397865
699,690.3739811268916
700,693.0185382587201
701,695.2294842620196
702,683.0226100217657
703,690.6835500192036
704,701.0530118350828
705,681.988986989453
706,683.7495880386573
707,704.8591810458882
708,686.2365685641039
709,705.7296245796625
710,683.0697608605092
711,682.514562270374
712,703.8456173699387
713,704.6525810767405
714,687.4570088099932
715,706.5807612655399
716,695.4804492316678
717,704.0642707884614
718,701.8179833076387
719,698.8366175070611
720,637.3598170976526
721,472.9986066473637
722,616.1799914717969
723,550.0719173651044
724,543.2833597077416
725,565.871661192269
726,593.6691210744727
727,567.9609391538047
728,587.0744072542205
729,568.8133140839427
730,566.18656027188
731,473.3917261117281
732,548.9253658855981
733,670.3635143446548
734,562.8291747311065
735,609.0147451013905
736,670.6539808577339
737,664.6217408785063
738,552.4564283815226
739,528.6647274317245
740,498.0935862587002
741,670.5924536108132
742,555.1597098032134
743,494.8822804226463
744,656.6757793834711
745,525.2038948908271
746,559.443723839242
747,518.3856923670946
748,543.6680361795217
749,455.9893531741892
750,569.2650793909668
751,490.0235999046378
752,567.5988448428596
753,537.4232700074219
754,477.7218014036041
755,565.5194689287212
756,624.0963788970071
757,930.5322392359471
758,582.3311453831537
759,577.1901926644473
760,899.7180720656191
761,472.6801643033658
762,374.018445637832
763,633.5148257879079
764,510.349385781652
765,483.5389453168632
766,636.2952666516543
767,640.8727925229269
768,567.5947409817346
769,494.0240901507142
770,420.3249411754118
771,512.5523891841354
772,489.16102440069926
773,698.6622937215715
774,532.037045498424
775,679.964107403616
776,485.1459936625088
777,503.8279623111662
778,501.0232568033139
779,609.9482746650574
780,907.8993176095072
781,518.0227907717571
782,503.7273957009585
783,530.2563801273689
784,484.0214493823677
785,610.7826713698028
786,561.4335476751171
787,579.6252137586943
788,570.7978602680018
789,528.8539910993034
790,553.3663165306544
791,589.6135476218615
792,511.8204303492385
793,560.9962791776603
794,633.6201153746053
795,504.6184843748174
796,537.320647095592
797,602.1653643895983
798,583.4448296892625
799,660.8104204787207
800,462.264551782001
801,444.9069611389155
802,551.9274803092409
803,549.0403056651713
804,618.1512762924716
805,531.0271575975165
806,532.9079347935658
807,492.146422197865
808,643.3638658793536
809,572.9764983932916
810,480.2931257928748
811,525.0711942245847
812,545.710500319572
813,583.1066935990366
814,560.1954636146655
815,449.8552841419698
816,506.9767186628089
817,587.8547788469624
818,592.1238301149073
819,541.4056022237081
820,522.3617741939969
821,575.0301553892132
822,584.2109195534616
823,706.5199784623408
824,578.2065932782365
825,664.2133248215218
826,554.9555149432322
827,477.3402411037464
828,531.9788001172002
829,585.8534687728342
830,558.4116380142839
831,579.9533356347853
832,603.6697842447159
833,569.8823805360291
834,491.4652402405677
835,610.022035218724
836,607.2433086924788
837,573.4586562375426
838,569.3767157313569
839,519.6924763042321
840,406.2544557524336
841,407.65100852279727
842,504.1907925097547
843,429.4565061626515
844,605.0633322983883
845,545.9290653281246
846,564.7260047675239
847,589.6741115620641
848,494.32599952950727
849,480.98361751806334
850,502.63415193052793
851,589.0203254284502
852,630.1815585542369
853,495.323825856224
854,628.9074175363927
855,565.9472638501563
856,597.0156742444159
857,553.1779325866005
858,611.051536438129
859,401.4620759555431
860,530.5385605471812
861,675.7496441870471
862,583.2203985358532
863,491.71411024910094
864,583.6146522029926
865,564.1568734732138
866,452.7568620563832
867,485.78036669497067
868,637.9958067153849
869,519.0519243438031
870,495.15439431457287
871,895.1935016705478
872,566.7173567159467
873,639.1860927505797
874,629.0793872686694
875,549.8460642814811
876,579.8097025731807
877,532.5432674805152
878,431.1747868130444
879,458.1673818315377
880,612.1325697615878
881,622.4027692582425
882,494.8236444509158
883,589.7399456293148
884,607.8166645408115
885,430.6258979810198
886,636.5628793812693
887,604.6856891778651
888,610.1622163751949
889,554.1326481965012
890,495.67571835852783
891,613.7628824704847
892,599.3578570100206
893,616.7877136039638
894,492.41333052658166
895,460.0278890682759
896,418.84145237654513
897,638.0226459954945
898,564.880038900118
899,518.8207015889127
900,527.7342586280287
901,639.3898004603149
902,480.82549882406687
903,542.6850050446543
904,631.3574471160426
905,563.3793385957138
906,557.6159029690285
907,459.8353477678975
908,642.2053079132083
909,490.1340044646105
910,648.9862441906782
911,725.3773233020584
912,529.1066583235971
913,546.3397274554359
914,660.0276666232097
915,436.2753594363133
916,586.9723721292814
917,557.9181038158868
918,555.6487309965744
919,485.5505182094655
920,600.3229469705202
921,599.9284311406275
922,559.3765725819777
923,451.26290202023097
924,618.7469216924815
925,561.4576469188075
926,429.5223399923858
927,570.7399019445986
928,553.6760634987153
929,523.8516298758603
930,642.6282899597363
931,651.2314528477962
932,574.3075883213494
933,745.2199931347387
934,672.3067012406203
935,446.3551083564131
936,449.8641658293225
937,553.0385869808317
938,546.1554333509517
939,495.5050009357809
940,597.9657205275571
941,654.8029800108138
942,652.2567219570149
943,380.20570366040266
944,573.3524179391468
945,551.8569289883927
946,643.9248771575673
947,425.58225403670895
948,628.4690308435694
949,542.0263689804816
950,616.0072381063381
951,572.1560837964117
952,614.438538637809
953,495.1865685995277
954,598.2236588541314
955,676.3431972569601
956,463.5431910813173
957,531.0153041793463
958,594.8697772617954
959,528.8812265788482
960,393.0270422405866
961,428.7056905978231
962,654.8462867938382
963,490.12741063435647
964,510.9970308693064
965,511.93724665391426
966,340.24852394756783
967,472.8717031735627
968,556.2266252067324
969,577.6986747395623
970,457.9928752406146
971,599.962857807042
972,551.4079828810119
973,552.7990913333825
974,475.77590646936153
975,436.4228393769139
976,584.5445548558454
977,662.4492373305488
978,622.6713487296247
979,591.7119614675131
980,404.8898122688106
981,515.143703585422
982,548.1471771788118
983,417.7575742658568
984,622.0123813614932
985,590.3308329138245
986,462.00250307161895
987,499.2865240167428
988,582.163804716118
989,623.5158857308666
990,488.6734574267564
991,601.643480168746
992,527.6925819487446
993,515.4685810936232
994,651.4296594829033
995,580.5045088653096
996,604.6645150078363
997,564.9212148095453
998,561.2640814560391
999,643.3535804031194
1000,544.133343572417
1001,585.2462606455158
1002,588.0624888342119
1003,639.8020690586549
1004,587.7838992233267
1005,409.9149385252722
1006,594.9691336993644
1007,431.5915824111951
1008,641.1300342173217
1009,505.7832482653034
1010,532.2641031961188
1011,556.0015989255796
1012,513.7213279322052
1013,617.3004123336094
1014,589.7457586849364
1015,577.7763847317643
1016,532.713646952121
1017,709.1227610681237
1018,557.3601473211686
1019,413.5081959990474
1020,480.0859340823399
1021,520.9126444083303
1022,545.4354361587821
1023,746.4448147499149
1024,514.9506947954909
1025,608.0303615848917
1026,624.8795991607163
1027,676.207612990391
1028,647.8367032685658
1029,526.3283857922202
1030,494.0347346508351
1031,557.5361071300905
1032,527.2553916048913
1033,614.8349760364091
1034,527.8453423188923
1035,490.39814139082847
1036,522.3069478587792
1037,610.0770954456044
1038,608.3456369023805
1039,428.4044038488548
1040,521.7184528412985
1041,447.9787820783178
1042,511.83170750874126
1043,563.0721932659028
1044,526.4512089129661
1045,546.5925593848585
1046,637.4869966463798
1047,502.68813888219483
1048,535.3292130429905
1049,736.2398712911322
1050,618.6164113827805
1051,640.4492967752944
1052,620.7313707709924
1053,600.3832061079642
1054,598.4800568361471
1055,566.1357895670662
1056,717.4380868108659
1057,715.2595015269334
1058,654.0898288511706
1059,795.6420109943604
1060,529.4543452486639
1061,639.4897386358081
1062,665.2513162728093
1063,409.61465750269343
1064,448.9660827177609
1065,624.5830834301627
1066,496.46360706718167
1067,604.2812185306987
1068,505.7830464850685
1069,544.5939900771161
1070,447.7407857539079
1071,684.4511050033632
1072,422.2674510687298
1073,454.7170549498031
1074,599.9780675486664
1075,675.2165728364562
1076,589.2777422242336
1077,652.1787357577556
1078,524.1594571384352
1079,815.6262588213318
1080,483.1079443506933
1081,564.5199960280081
1082,442.5026058492034
1083,565.7343649142796
1084,548.4644499169484
1085,440.6738413734719
1086,591.7144875234835
1087,580.5678857512338
1088,509.2542521513558
1089,609.3057326826079
1090,593.847267250573
1091,583.6074451184971
1092,615.4996525624499
1093,759.6759526188671
1094,364.3683374952239
1095,678.9008815683732
1096,631.2868828089103
1097,581.1819776610741
1098,657.9214399485127
1099,629.9552496223203
1100,541.5317345156617
1101,557.4328669121958
1102,539.471072046375
1103,672.08618610014
1104,507.8299664975729
1105,622.0711657854818
1106,538.9878279968958
1107,555.716375353588
1108,579.220058741229
1109,622.2210498954936
1110,625.7133444708129
1111,483.32604511296745
1112,611.4939433798849
1113,619.7766746957851
1114,618.3549882159236
1115,602.0483642419397
1116,579.0234998799822
1117,557.8002594795856
1118,638.7523084898303
1119,618.3849716296642
1120,469.8066619949002
1121,546.7933605993749
1122,548.8533212545057
1123,504.02762958892913
1124,643.7591638105723
1125,527.6377430467531
1126,534.6434735015007
1127,525.6310709229598
1128,569.7055739625754
1129,576.8787715651958
1130,528.1688708637613
1131,523.1492359112027
1132,497.3300539617463
1133,478.35123384730457
1134,580.6961333752413
1135,505.8607736294551
1136,612.8754418254806
1137,522.959030820139
1138,638.194617242456
1139,503.0903763052801
1140,649.1241542193902
1141,509.11160048973295
1142,733.0207309158407
1143,702.930086475463
1144,517.2334649281436
1145,684.426965322343
1146,605.9991410067863
1147,464.9532396715118
1148,482.90871357599576
1149,735.1181135298677
1150,575.7360675280974
1151,545.9202600847603
1152,410.85026704053394
1153,654.6891609425387
1154,631.0717721901755
1155,489.0690689311549
1156,586.1627876479387
1157,520.8131933700563
1158,641.8406104204122
1159,571.9795306749627
1160,564.1805975769608
1161,664.9122437574639
1162,565.2723273156992
1163,613.569866127671
1164,436.36934687949696
1165,641.3649197309086
1166,596.5821994745011
1167,599.120126344757
1168,635.3144133169138
1169,679.9044530687532
1170,627.0625692713458
1171,510.89291002619984
1172,532.1710435878673
1173,512.450110952578
1174,595.4145068491695
1175,555.853190437374
1176,549.4582346989453
1177,452.77092521979785
1178,595.150897142989
1179,585.5913050162095
1180,571.8398572932662
1181,566.8358122218651
1182,556.9039998910946
1183,568.7736108856161
1184,570.6076062954825
1185,366.1283376837023
1186,670.4692309389351
1187,569.6940431255649
1188,567.0106846619938
1189,604.7196661889027
1190,454.6848664368077
1191,716.3794999198818
1192,616.5107496140157
1193,656.5668837941017
1194,637.1476867972749
1195,497.4943090560329
1196,483.9585781628292
1197,499.7147604529529
1198,541.3208188539352
1199,486.73876026947767
1200,442.8194095862562
1201,640.6698422782796
1202,606.5545582418341
1203,587.7766924979057
1204,633.9718152103085
1205,689.006658087358
1206,652.7972754844748
1207,555.6697192583468
1208,497.4649528895135
1209,636.8675822302482
1210,629.328902176247
1211,614.1834788607451
1212,600.4843409284723
1213,759.4792820273142
1214,552.1015237584539
1215,581.1614098622535
1216,622.3174538776377
1217,680.8629576421481
1218,411.4363556685989
1219,512.7667020977375
1220,507.52116525529766
1221,533.5076295993136
1222,529.9029665284844
1223,652.8371839679926
1224,683.769410486193
1225,560.2354153880573
1226,659.0690185068319
1227,616.7095241287817
1228,481.9485035185869
1229,586.683883469099
1230,542.6238844797779
1231,505.45443190310687
1232,569.0153270286543
1233,542.9827157119437
1234,573.5046403751043
1235,573.0901413897363
1236,592.8846133384769
1237,595.7839157761568
1238,622.641914157017
1239,557.1491374788047
1240,589.3138595517465
1241,563.9070555163478
1242,576.4349791763485
1243,607.0763661245456
1244,457.8580775250186
1245,595.6805728515652
1246,597.7425489812482
1247,559.2588407465234
1248,580.4138250927922
1249,523.3866472780725
1250,452.180560957863
1251,547.7525692983742
1252,492.2000700531506
1253,542.8344327587233
1254,541.8255838712688
1255,476.3675771926254
1256,616.6789273113388
1257,529.6409062118116
1258,559.8071195790212
1259,555.5796410583418
1260,614.2596272141802
1261,521.0736109076882
1262,443.4988697642367
1263,492.994909279177
1264,483.0461664833625
1265,568.6155736016433
1266,696.745070306177
1267,608.5004393308474
1268,630.5334505215462
1269,578.762638499498
1270,515.895643627505
1271,600.3184953238336
1272,495.4473665236239
1273,697.8862803946588
1274,576.448088912366
1275,480.49271538070366
1276,634.3315158735627
1277,634.2341286870462
1278,623.8870359853486
1279,506.654863805792
1280,525.8411381517933
1281,554.5889981920507
1282,562.2719339206861
1283,474.9462462192713
1284,608.5504451085353
1285,605.4936667746455
1286,550.6785936049255
1287,505.30579628656926
1288,539.9863259985516
1289,558.5031870485974
1290,601.1133706003747
1291,546.00698290825
1292,614.1932643049122
1293,553.1538149171143
1294,535.4937847027148
1295,529.9476324187693
1296,344.44791018529907
1297,631.3588760067095
1298,572.3285793614436
1299,484.339882441844
1300,545.0929214252869
1301,624.0950345481685
1302,637.4764568321077
1303,454.7646928579219
1304,687.1177675624903
1305,570.4355235255845
1306,487.1589285940985
1307,627.1778952618249
1308,612.160367991826
1309,556.8584669573246
1310,551.89686434738
1311,492.7294014267228
1312,480.6267343000145
1313,491.4608983182648
1314,536.8738944591812
1315,591.2444626562854
1316,658.1459504089618
1317,654.5614576974881
1318,721.2447445121807
1319,495.42673845613945
1320,554.1187836822188
1321,614.4307882424478
1322,482.63974681246697
1323,579.2229324120376
1324,389.06836496814265
1325,562.6096379744806
1326,626.5131850064801
1327,516.6930458055639
1328,683.177553900866
1329,443.6911861770735
1330,555.8381023543287
1331,672.278405069175
1332,512.0443982702953
1333,601.2715708779136
1334,634.5660727085885
1335,578.9052408525797
1336,469.0480302553559
1337,601.8348892856627
1338,497.7066030276111
1339,511.4894779552617
1340,705.5413953113873
1341,555.0402957918959
1342,684.6552468252016
1343,680.5836535662767
1344,453.77867915770025
1345,540.5330916637912
1346,518.2374772412547
1347,436.81806647162034
1348,526.329859421446
1349,603.5926134983309
1350,620.1663385470432
1351,618.2091836298657
1352,451.4353802243717
1353,564.7057763306896
1354,549.8180468911227
1355,669.6270693781523
1356,549.8021946562599
1357,563.3080593488407
1358,508.31870583228294
1359,660.1991557672824
1360,645.8996076252281
1361,615.2119157994497
1362,789.2005135797966
1363,475.2018940813341
1364,612.1325971829003
1365,597.924145047365
1366,638.6276130410229
1367,628.2618745681383
1368,481.82415142762267
1369,548.1226715005505
1370,647.6055973664521
1371,613.5849134177232
1372,599.7773164621035
